Time_sec,Car_ID,sigAcc,sigFollowing,sigFrameId,sigGlobalX,sigGlobalY,sigLocalX,sigLocalY,sigPreceding,sigSpaceHeadway,sigTimeHeadway,sigTotalFrames,sigVel,v_Length,v_Width,v_Class,Lane_ID
5.0,4.0,1.3629213256994,-1.0,3.0,158.57833635226,-25.022468456069,0.0,16.717552874913,13.0,103.1571960073,18.315826042514,100.0,5.6321345140459,5.0,1.8,1.0,27.0
5.0,12.0,1.3519775079098,10.0,4.0,163.53176840075,-16.802918080129,0.0,23.537793192104,-1.0,-1.0,-1.0,100.0,7.1694381302921,5.0,1.8,1.0,1.0
5.0,14.0,-4.5,6.0,4.0,199.81765501813,-18.35290777752,0.0,15.877766947122,8.0,207.82150686089,238.52595011917,100.0,0.87127420206089,5.0,1.8,1.0,4.0
5.0,16.0,1.9380381025374,17.0,4.0,312.751172739,148.11083804252,0.0,25.5322510069,-1.0,-1.0,-1.0,100.0,8.3762174081989,5.0,1.8,1.0,25.0
5.0,17.0,2.1537052321015,-1.0,1.0,313.39050723135,148.11022837836,0.0,7.2537052321015,16.0,10.778545774799,5.0046522681665,100.0,2.1537052321015,5.0,1.8,1.0,25.0
6.0,4.0,1.6930251182523,3.0,4.0,159.1114917017,-25.338484172281,0.0,24.042712507211,13.0,106.23373699529,14.502583196533,100.0,7.3251596322982,5.0,1.8,1.0,27.0
6.0,12.0,2.2172360560158,10.0,5.0,163.84888852976,-16.989969406227,0.0,32.924467378412,-1.0,-1.0,-1.0,100.0,9.3866741863079,5.0,1.8,1.0,1.0
6.0,14.0,-0.87127420206089,6.0,5.0,199.81683637967,-18.35392288921,0.0,15.877766947122,8.0,211.67204576868,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
6.0,16.0,-4.5,-1.0,5.0,312.66983260689,148.11091560781,0.0,29.408468415099,-1.0,-1.0,-1.0,100.0,3.8762174081989,5.0,1.8,1.0,25.0
6.0,17.0,32.846294767899,-1.0,2.0,312.10731002875,144.91144260349,0.0,42.253705232101,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,2.0
7.0,1.0,4.9066169215366,-1.0,1.0,161.61642302809,37.413883053485,0.0,10.006616921537,-1.0,-1.0,-1.0,100.0,4.9066169215366,5.0,1.8,1.0,8.0
7.0,4.0,-4.5,3.0,5.0,159.31214267373,-25.457415475702,0.0,26.867872139509,13.0,114.41331325872,40.497999458404,100.0,2.8251596322982,5.0,1.8,1.0,27.0
7.0,12.0,1.6906343355775,11.0,6.0,164.21934800261,-17.208482610914,0.0,44.001775900298,-1.0,-1.0,-1.0,100.0,11.077308521885,5.0,1.8,1.0,1.0
7.0,14.0,0.0,-1.0,6.0,199.81683637967,-18.35392288921,0.0,15.877766947122,6.0,85.858876711029,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
7.0,16.0,-3.8762174081989,-1.0,6.0,312.70480958366,148.11088225405,0.0,29.408468415099,-1.0,-1.0,-1.0,100.0,0.0,5.0,1.8,1.0,25.0
